time,r,y
0.995,0.0785366,0.0667248
0.996,0.0628302,0.0510063
0.997,0.0471232,0.0352873
0.998,0.0314157,0.0195679
0.999,0.0157079,0.00384833
1,-1.04899e-14,-0.0118713
1.001,-0.0157079,-0.0275907
1.002,-0.0314157,-0.0433099
1.003,-0.0471232,-0.0590287
1.004,-0.0628302,-0.0747469
1.005,-0.0785366,-0.0904643
1.006,-0.0942422,-0.106181
1.007,-0.109947,-0.121896
1.008,-0.12565,-0.137611
1.009,-0.141353,-0.153324
1.01,-0.157054,-0.169035
1.011,-0.172753,-0.184745
1.012,-0.188451,-0.200453
1.013,-0.204147,-0.216158
1.014,-0.219841,-0.231862
1.015,-0.235532,-0.247564
1.016,-0.251222,-0.263263
1.017,-0.266908,-0.278959
1.018,-0.282593,-0.294653
1.019,-0.298274,-0.310344
1.02,-0.313953,-0.326031
1.021,-0.329628,-0.341716
1.022,-0.3453,-0.357397
1.023,-0.360969,-0.373074
1.024,-0.376634,-0.388748
1.025,-0.392295,-0.404418
1.026,-0.407953,-0.420084
1.027,-0.423607,-0.435746
1.028,-0.439256,-0.451404
1.029,-0.454901,-0.467057
1.03,-0.470542,-0.482706
1.031,-0.486177,-0.498349
1.032,-0.501809,-0.513988
1.033,-0.517435,-0.529622
1.034,-0.533056,-0.54525
1.035,-0.548672,-0.560873
1.036,-0.564282,-0.576491
1.037,-0.579887,-0.592103
1.038,-0.595486,-0.607709
1.039,-0.611079,-0.623309
1.04,-0.626666,-0.638903
1.041,-0.642247,-0.65449
1.042,-0.657822,-0.670072
1.043,-0.67339,-0.685646
1.044,-0.688951,-0.701214
1.045,-0.704506,-0.716775
1.046,-0.720054,-0.732328
1.047,-0.735595,-0.747875
1.048,-0.751128,-0.763414
1.049,-0.766654,-0.778945
1.05,-0.782172,-0.794469
1.051,-0.797683,-0.809985
1.052,-0.813186,-0.825493
1.053,-0.828681,-0.840993
1.054,-0.844167,-0.856485
1.055,-0.859646,-0.871968
1.056,-0.875115,-0.887442
1.057,-0.890576,-0.902908
1.058,-0.906029,-0.918365
1.059,-0.921472,-0.933813
1.06,-0.936907,-0.949251
1.061,-0.952332,-0.96468
1.062,-0.967747,-0.9801
1.063,-0.983153,-0.99551
1.064,-0.99855,-1.01091
1.065,-1.01394,-1.0263
1.066,-1.02931,-1.04168
1.067,-1.04468,-1.05705
1.068,-1.06004,-1.07241
1.069,-1.07538,-1.08776
1.07,-1.09072,-1.1031
1.071,-1.10604,-1.11842
1.072,-1.12135,-1.13374
1.073,-1.13666,-1.14904
1.074,-1.15195,-1.16434
1.075,-1.16723,-1.17962
1.076,-1.18249,-1.19489
1.077,-1.19775,-1.21015
1.078,-1.213,-1.22539
1.079,-1.22823,-1.24063
1.08,-1.24345,-1.25585
1.081,-1.25866,-1.27106
1.082,-1.27385,-1.28626
1.083,-1.28904,-1.30144
1.084,-1.30421,-1.31661
1.085,-1.31937,-1.33177
1.086,-1.33451,-1.34692
1.087,-1.34964,-1.36205
1.088,-1.36476,-1.37717
1.089,-1.37986,-1.39228
1.09,-1.39496,-1.40737
1.091,-1.41003,-1.42244
1.092,-1.4251,-1.43751
1.093,-1.44015,-1.45256
1.094,-1.45518,-1.46759
1.095,-1.4702,-1.48261
1.096,-1.48521,-1.49762
1.097,-1.5002,-1.51261
1.098,-1.51518,-1.52759
1.099,-1.53014,-1.54255
1.1,-1.54508,-1.55749
1.101,-1.56002,-1.57242
1.102,-1.57493,-1.58734
1.103,-1.58983,-1.60224
1.104,-1.60472,-1.61712
1.105,-1.61959,-1.63199
1.106,-1.63444,-1.64684
1.107,-1.64928,-1.66168
1.108,-1.6641,-1.67649
1.109,-1.6789,-1.6913
1.11,-1.69369,-1.70608
1.111,-1.70846,-1.72085
1.112,-1.72321,-1.7356
1.113,-1.73795,-1.75034
1.114,-1.75267,-1.76505
1.115,-1.76737,-1.77975
1.116,-1.78206,-1.79444
1.117,-1.79673,-1.8091
1.118,-1.81138,-1.82375
1.119,-1.82601,-1.83838
1.12,-1.84062,-1.85299
1.121,-1.85522,-1.86758
1.122,-1.8698,-1.88215
1.123,-1.88436,-1.89671
1.124,-1.8989,-1.91124
1.125,-1.91342,-1.92576
1.126,-1.92792,-1.94026
1.127,-1.9424,-1.95474
1.128,-1.95687,-1.9692
1.129,-1.97131,-1.98364
1.13,-1.98574,-1.99806
1.131,-2.00015,-2.01246
1.132,-2.01453,-2.02685
1.133,-2.0289,-2.04121
1.134,-2.04325,-2.05555
1.135,-2.05757,-2.06987
1.136,-2.07188,-2.08417
1.137,-2.08616,-2.09845
1.138,-2.10043,-2.11271
1.139,-2.11467,-2.12695
1.14,-2.1289,-2.14117
1.141,-2.1431,-2.15536
1.142,-2.15728,-2.16954
1.143,-2.17144,-2.18369
1.144,-2.18558,-2.19782
1.145,-2.1997,-2.21193
1.146,-2.21379,-2.22602
1.147,-2.22786,-2.24009
1.148,-2.24192,-2.25413
1.149,-2.25595,-2.26816
1.15,-2.26995,-2.28216
1.151,-2.28394,-2.29613
1.152,-2.2979,-2.31009
1.153,-2.31184,-2.32402
1.154,-2.32576,-2.33793
1.155,-2.33965,-2.35181
1.156,-2.35352,-2.36568
1.157,-2.36737,-2.37952
1.158,-2.38119,-2.39333
1.159,-2.39499,-2.40712
1.16,-2.40877,-2.42089
1.161,-2.42252,-2.43464
1.162,-2.43625,-2.44836
1.163,-2.44996,-2.46205
1.164,-2.46364,-2.47573
1.165,-2.47729,-2.48937
1.166,-2.49093,-2.503
1.167,-2.50453,-2.51659
1.168,-2.51812,-2.53017
1.169,-2.53167,-2.54372
1.17,-2.54521,-2.55724
1.171,-2.55872,-2.57074
1.172,-2.5722,-2.58421
1.173,-2.58565,-2.59766
1.174,-2.59909,-2.61108
1.175,-2.61249,-2.62448
1.176,-2.62587,-2.63785
1.177,-2.63923,-2.65119
1.178,-2.65256,-2.66451
1.179,-2.66586,-2.6778
1.18,-2.67913,-2.69106
1.181,-2.69238,-2.7043
1.182,-2.70561,-2.71751
1.183,-2.7188,-2.7307
1.184,-2.73197,-2.74386
1.185,-2.74511,-2.75699
1.186,-2.75823,-2.77009
1.187,-2.77132,-2.78317
1.188,-2.78438,-2.79622
1.189,-2.79741,-2.80924
1.19,-2.81042,-2.82223
1.191,-2.82339,-2.8352
1.192,-2.83634,-2.84813
1.193,-2.84927,-2.86104
1.194,-2.86216,-2.87392
1.195,-2.87503,-2.88678
1.196,-2.88786,-2.8996
1.197,-2.90067,-2.9124
1.198,-2.91345,-2.92516
1.199,-2.9262,-2.9379
1.2,-2.93893,-2.95061
1.201,-2.95162,-2.96329
1.202,-2.96428,-2.97594
1.203,-2.97692,-2.98856
1.204,-2.98952,-3.00116
1.205,-3.0021,-3.01372
1.206,-3.01465,-3.02625
1.207,-3.02716,-3.03875
1.208,-3.03965,-3.05123
1.209,-3.05211,-3.06367
1.21,-3.06454,-3.07608
1.211,-3.07693,-3.08846
1.212,-3.0893,-3.10081
1.213,-3.10163,-3.11314
1.214,-3.11394,-3.12543
1.215,-3.12621,-3.13769
1.216,-3.13846,-3.14991
1.217,-3.15067,-3.16211
1.218,-3.16285,-3.17428
1.219,-3.175,-3.18641
1.22,-3.18712,-3.19851
1.221,-3.19921,-3.21059
1.222,-3.21126,-3.22263
1.223,-3.22329,-3.23463
1.224,-3.23528,-3.24661
1.225,-3.24724,-3.25855
1.226,-3.25917,-3.27047
1.227,-3.27106,-3.28235
1.228,-3.28293,-3.29419
1.229,-3.29476,-3.30601
1.23,-3.30656,-3.31779
1.231,-3.31833,-3.32954
1.232,-3.33006,-3.34126
1.233,-3.34176,-3.35294
1.234,-3.35343,-3.36459
1.235,-3.36506,-3.37621
1.236,-3.37666,-3.38779
1.237,-3.38823,-3.39934
1.238,-3.39977,-3.41086
1.239,-3.41127,-3.42234
1.24,-3.42274,-3.43379
1.241,-3.43417,-3.44521
1.242,-3.44557,-3.45659
1.243,-3.45693,-3.46794
1.244,-3.46827,-3.47925
1.245,-3.47956,-3.49053
1.246,-3.49083,-3.50177
1.247,-3.50206,-3.51298
1.248,-3.51325,-3.52416
1.249,-3.52441,-3.5353
1.25,-3.53553,-3.5464
1.251,-3.54662,-3.55747
1.252,-3.55768,-3.56851
1.253,-3.5687,-3.57951
1.254,-3.57968,-3.59048
1.255,-3.59063,-3.6014
1.256,-3.60155,-3.6123
1.257,-3.61242,-3.62316
1.258,-3.62327,-3.63398
1.259,-3.63407,-3.64477
1.26,-3.64484,-3.65552
1.261,-3.65558,-3.66623
1.262,-3.66628,-3.67691
1.263,-3.67694,-3.68755
1.264,-3.68757,-3.69816
1.265,-3.69816,-3.70873
1.266,-3.70871,-3.71926
1.267,-3.71923,-3.72975
1.268,-3.72971,-3.74021
1.269,-3.74015,-3.75064
1.27,-3.75056,-3.76102
1.271,-3.76092,-3.77137
1.272,-3.77126,-3.78168
1.273,-3.78155,-3.79195
1.274,-3.79181,-3.80219
1.275,-3.80203,-3.81239
1.276,-3.81221,-3.82255
1.277,-3.82236,-3.83267
1.278,-3.83247,-3.84276
1.279,-3.84253,-3.8528
1.28,-3.85257,-3.86281
1.281,-3.86256,-3.87278
1.282,-3.87252,-3.88272
1.283,-3.88243,-3.89261
1.284,-3.89231,-3.90247
1.285,-3.90215,-3.91229
1.286,-3.91195,-3.92206
1.287,-3.92172,-3.9318
1.288,-3.93144,-3.94151
1.289,-3.94113,-3.95117
1.29,-3.95078,-3.96079
1.291,-3.96038,-3.97038
1.292,-3.96995,-3.97992
1.293,-3.97948,-3.98943
1.294,-3.98897,-3.99889
1.295,-3.99842,-4.00832
1.296,-4.00783,-4.01771
1.297,-4.01721,-4.02706
1.298,-4.02654,-4.03637
1.299,-4.03583,-4.04563
1.3,-4.04508,-4.05486
1.301,-4.0543,-4.06405
1.302,-4.06347,-4.0732
1.303,-4.0726,-4.08231
1.304,-4.0817,-4.09138
1.305,-4.09075,-4.1004
1.306,-4.09976,-4.10939
1.307,-4.10873,-4.11834
1.308,-4.11766,-4.12724
1.309,-4.12655,-4.13611
1.31,-4.1354,-4.14493
1.311,-4.14421,-4.15371
1.312,-4.15298,-4.16246
1.313,-4.16171,-4.17116
1.314,-4.17039,-4.17982
1.315,-4.17904,-4.18844
1.316,-4.18764,-4.19701
1.317,-4.1962,-4.20555
1.318,-4.20472,-4.21404
1.319,-4.2132,-4.2225
1.32,-4.22164,-4.23091
1.321,-4.23004,-4.23928
1.322,-4.23839,-4.24761
1.323,-4.2467,-4.25589
1.324,-4.25497,-4.26413
1.325,-4.2632,-4.27234
1.326,-4.27139,-4.2805
1.327,-4.27953,-4.28861
1.328,-4.28763,-4.29669
1.329,-4.29569,-4.30472
1.33,-4.30371,-4.31271
1.331,-4.31168,-4.32066
1.332,-4.31962,-4.32856
1.333,-4.32751,-4.33642
1.334,-4.33535,-4.34424
1.335,-4.34316,-4.35202
1.336,-4.35092,-4.35975
1.337,-4.35864,-4.36744
1.338,-4.36631,-4.37509
1.339,-4.37394,-4.38269
1.34,-4.38153,-4.39025
1.341,-4.38908,-4.39777
1.342,-4.39658,-4.40525
1.343,-4.40404,-4.41268
1.344,-4.41146,-4.42006
1.345,-4.41883,-4.42741
1.346,-4.42616,-4.43471
1.347,-4.43344,-4.44196
1.348,-4.44068,-4.44917
1.349,-4.44788,-4.45634
1.35,-4.45503,-4.46347
1.351,-4.46214,-4.47055
1.352,-4.46921,-4.47758
1.353,-4.47623,-4.48457
1.354,-4.48321,-4.49152
1.355,-4.49014,-4.49843
1.356,-4.49703,-4.50528
1.357,-4.50387,-4.5121
1.358,-4.51067,-4.51887
1.359,-4.51742,-4.52559
1.36,-4.52414,-4.53227
1.361,-4.5308,-4.53891
1.362,-4.53742,-4.5455
1.363,-4.544,-4.55205
1.364,-4.55053,-4.55855
1.365,-4.55702,-4.565
1.366,-4.56346,-4.57142
1.367,-4.56985,-4.57778
1.368,-4.57621,-4.5841
1.369,-4.58251,-4.59038
1.37,-4.58877,-4.59661
1.371,-4.59499,-4.60279
1.372,-4.60116,-4.60893
1.373,-4.60728,-4.61503
1.374,-4.61336,-4.62107
1.375,-4.6194,-4.62708
1.376,-4.62539,-4.63303
1.377,-4.63133,-4.63895
1.378,-4.63723,-4.64481
1.379,-4.64308,-4.65063
1.38,-4.64888,-4.6564
1.381,-4.65464,-4.66213
1.382,-4.66036,-4.66781
1.383,-4.66602,-4.67345
1.384,-4.67164,-4.67904
1.385,-4.67722,-4.68458
1.386,-4.68275,-4.69008
1.387,-4.68823,-4.69553
1.388,-4.69367,-4.70094
1.389,-4.69906,-4.70629
1.39,-4.7044,-4.71161
1.391,-4.7097,-4.71687
1.392,-4.71495,-4.72209
1.393,-4.72016,-4.72726
1.394,-4.72532,-4.73239
1.395,-4.73043,-4.73747
1.396,-4.73549,-4.7425
1.397,-4.74051,-4.74748
1.398,-4.74548,-4.75242
1.399,-4.75041,-4.75731
1.4,-4.75528,-4.76216
1.401,-4.76011,-4.76695
1.402,-4.7649,-4.77171
1.403,-4.76963,-4.77641
1.404,-4.77432,-4.78106
1.405,-4.77897,-4.78567
1.406,-4.78356,-4.79024
1.407,-4.78811,-4.79475
1.408,-4.79261,-4.79922
1.409,-4.79706,-4.80364
1.41,-4.80147,-4.80801
1.411,-4.80583,-4.81233
1.412,-4.81014,-4.81661
1.413,-4.8144,-4.82084
1.414,-4.81862,-4.82502
1.415,-4.82279,-4.82916
1.416,-4.82691,-4.83324
1.417,-4.83098,-4.83728
1.418,-4.83501,-4.84128
1.419,-4.83899,-4.84522
1.42,-4.84292,-4.84911
1.421,-4.8468,-4.85296
1.422,-4.85063,-4.85676
1.423,-4.85442,-4.86052
1.424,-4.85816,-4.86422
1.425,-4.86185,-4.86788
1.426,-4.86549,-4.87148
1.427,-4.86909,-4.87504
1.428,-4.87263,-4.87856
1.429,-4.87613,-4.88202
1.43,-4.87958,-4.88543
1.431,-4.88299,-4.8888
1.432,-4.88634,-4.89212
1.433,-4.88965,-4.89539
1.434,-4.8929,-4.89861
1.435,-4.89611,-4.90179
1.436,-4.89928,-4.90491
1.437,-4.90239,-4.90799
1.438,-4.90545,-4.91102
1.439,-4.90847,-4.914
1.44,-4.91144,-4.91693
1.441,-4.91436,-4.91982
1.442,-4.91723,-4.92265
1.443,-4.92005,-4.92544
1.444,-4.92282,-4.92818
1.445,-4.92555,-4.93086
1.446,-4.92822,-4.93351
1.447,-4.93085,-4.9361
1.448,-4.93343,-4.93864
1.449,-4.93596,-4.94113
1.45,-4.93844,-4.94358
1.451,-4.94087,-4.94598
1.452,-4.94326,-4.94832
1.453,-4.94559,-4.95062
1.454,-4.94788,-4.95287
1.455,-4.95012,-4.95507
1.456,-4.95231,-4.95723
1.457,-4.95445,-4.95933
1.458,-4.95654,-4.96138
1.459,-4.95858,-4.96339
1.46,-4.96057,-4.96535
1.461,-4.96252,-4.96725
1.462,-4.96441,-4.96911
1.463,-4.96626,-4.97092
1.464,-4.96806,-4.97268
1.465,-4.9698,-4.97439
1.466,-4.9715,-4.97606
1.467,-4.97315,-4.97767
1.468,-4.97476,-4.97923
1.469,-4.97631,-4.98075
1.47,-4.97781,-4.98221
1.471,-4.97926,-4.98363
1.472,-4.98067,-4.985
1.473,-4.98202,-4.98631
1.474,-4.98333,-4.98758
1.475,-4.98459,-4.9888
1.476,-4.98579,-4.98997
1.477,-4.98695,-4.99109
1.478,-4.98806,-4.99217
1.479,-4.98912,-4.99319
1.48,-4.99013,-4.99416
1.481,-4.9911,-4.99509
1.482,-4.99201,-4.99596
1.483,-4.99287,-4.99679
1.484,-4.99368,-4.99756
1.485,-4.99445,-4.99829
1.486,-4.99516,-4.99897
1.487,-4.99583,-4.99959
1.488,-4.99645,-5.00017
1.489,-4.99701,-5.0007
1.49,-4.99753,-5.00118
1.491,-4.998,-5.00161
1.492,-4.99842,-5.00199
1.493,-4.99879,-5.00233
1.494,-4.99911,-5.00261
1.495,-4.99938,-5.00284
1.496,-4.99961,-5.00303
1.497,-4.99978,-5.00316
1.498,-4.9999,-5.00324
1.499,-4.99998,-5.00328
1.5,-5,-5.00327
1.501,-4.99998,-5.0032
1.502,-4.9999,-5.00309
1.503,-4.99978,-5.00293
1.504,-4.99961,-5.00272
1.505,-4.99938,-5.00246
1.506,-4.99911,-5.00215
1.507,-4.99879,-5.00179
1.508,-4.99842,-5.00138
1.509,-4.998,-5.00092
1.51,-4.99753,-5.00041
1.511,-4.99701,-4.99986
1.512,-4.99645,-4.99925
1.513,-4.99583,-4.99859
1.514,-4.99516,-4.99789
1.515,-4.99445,-4.99714
1.516,-4.99368,-4.99633
1.517,-4.99287,-4.99548
1.518,-4.99201,-4.99458
1.519,-4.9911,-4.99363
1.52,-4.99013,-4.99262
1.521,-4.98912,-4.99157
1.522,-4.98806,-4.99048
1.523,-4.98695,-4.98933
1.524,-4.98579,-4.98813
1.525,-4.98459,-4.98688
1.526,-4.98333,-4.98559
1.527,-4.98202,-4.98424
1.528,-4.98067,-4.98285
1.529,-4.97926,-4.9814
1.53,-4.97781,-4.97991
1.531,-4.97631,-4.97837
1.532,-4.97476,-4.97678
1.533,-4.97315,-4.97513
1.534,-4.9715,-4.97345
1.535,-4.9698,-4.97171
1.536,-4.96806,-4.96992
1.537,-4.96626,-4.96808
1.538,-4.96441,-4.9662
1.539,-4.96252,-4.96426
1.54,-4.96057,-4.96228
1.541,-4.95858,-4.96025
1.542,-4.95654,-4.95816
1.543,-4.95445,-4.95603
1.544,-4.95231,-4.95385
1.545,-4.95012,-4.95162
1.546,-4.94788,-4.94935
1.547,-4.94559,-4.94702
1.548,-4.94326,-4.94465
1.549,-4.94087,-4.94222
1.55,-4.93844,-4.93975
1.551,-4.93596,-4.93723
1.552,-4.93343,-4.93466
1.553,-4.93085,-4.93204
1.554,-4.92822,-4.92937
1.555,-4.92555,-4.92666
1.556,-4.92282,-4.92389
1.557,-4.92005,-4.92108
1.558,-4.91723,-4.91822
1.559,-4.91436,-4.91531
1.56,-4.91144,-4.91235
1.561,-4.90847,-4.90934
1.562,-4.90545,-4.90628
1.563,-4.90239,-4.90318
1.564,-4.89928,-4.90003
1.565,-4.89611,-4.89682
1.566,-4.8929,-4.89358
1.567,-4.88965,-4.89028
1.568,-4.88634,-4.88693
1.569,-4.88299,-4.88354
1.57,-4.87958,-4.88009
1.571,-4.87613,-4.8766
1.572,-4.87263,-4.87307
1.573,-4.86909,-4.86948
1.574,-4.86549,-4.86584
1.575,-4.86185,-4.86216
1.576,-4.85816,-4.85843
1.577,-4.85442,-4.85465
1.578,-4.85063,-4.85082
1.579,-4.8468,-4.84695
1.58,-4.84292,-4.84303
1.581,-4.83899,-4.83906
1.582,-4.83501,-4.83504
1.583,-4.83098,-4.83097
1.584,-4.82691,-4.82686
1.585,-4.82279,-4.8227
1.586,-4.81862,-4.81849
1.587,-4.8144,-4.81423
1.588,-4.81014,-4.80993
1.589,-4.80583,-4.80558
1.59,-4.80147,-4.80118
1.591,-4.79706,-4.79673
1.592,-4.79261,-4.79224
1.593,-4.78811,-4.7877
1.594,-4.78356,-4.78311
1.595,-4.77897,-4.77848
1.596,-4.77432,-4.77379
1.597,-4.76963,-4.76906
1.598,-4.7649,-4.76429
1.599,-4.76011,-4.75946
1.6,-4.75528,-4.75459
1.601,-4.75041,-4.74968
1.602,-4.74548,-4.74471
1.603,-4.74051,-4.7397
1.604,-4.73549,-4.73464
1.605,-4.73043,-4.72954
1.606,-4.72532,-4.72439
1.607,-4.72016,-4.71919
1.608,-4.71495,-4.71394
1.609,-4.7097,-4.70865
1.61,-4.7044,-4.70332
1.611,-4.69906,-4.69793
1.612,-4.69367,-4.6925
1.613,-4.68823,-4.68702
1.614,-4.68275,-4.6815
1.615,-4.67722,-4.67593
1.616,-4.67164,-4.67032
1.617,-4.66602,-4.66466
1.618,-4.66036,-4.65895
1.619,-4.65464,-4.65319
1.62,-4.64888,-4.64739
1.621,-4.64308,-4.64155
1.622,-4.63723,-4.63566
1.623,-4.63133,-4.62972
1.624,-4.62539,-4.62374
1.625,-4.6194,-4.61771
1.626,-4.61336,-4.61164
1.627,-4.60728,-4.60552
1.628,-4.60116,-4.59935
1.629,-4.59499,-4.59314
1.63,-4.58877,-4.58689
1.631,-4.58251,-4.58059
1.632,-4.57621,-4.57424
1.633,-4.56985,-4.56785
1.634,-4.56346,-4.56141
1.635,-4.55702,-4.55493
1.636,-4.55053,-4.54841
1.637,-4.544,-4.54184
1.638,-4.53742,-4.53522
1.639,-4.5308,-4.52856
1.64,-4.52414,-4.52185
1.641,-4.51742,-4.5151
1.642,-4.51067,-4.50831
1.643,-4.50387,-4.50147
1.644,-4.49703,-4.49459
1.645,-4.49014,-4.48766
1.646,-4.48321,-4.48069
1.647,-4.47623,-4.47367
1.648,-4.46921,-4.46661
1.649,-4.46214,-4.45951
1.65,-4.45503,-4.45236
1.651,-4.44788,-4.44516
1.652,-4.44068,-4.43793
1.653,-4.43344,-4.43065
1.654,-4.42616,-4.42332
1.655,-4.41883,-4.41596
1.656,-4.41146,-4.40855
1.657,-4.40404,-4.40109
1.658,-4.39658,-4.39359
1.659,-4.38908,-4.38605
1.66,-4.38153,-4.37847
1.661,-4.37394,-4.37084
1.662,-4.36631,-4.36317
1.663,-4.35864,-4.35545
1.664,-4.35092,-4.3477
1.665,-4.34316,-4.3399
1.666,-4.33535,-4.33205
1.667,-4.32751,-4.32417
1.668,-4.31962,-4.31624
1.669,-4.31168,-4.30827
1.67,-4.30371,-4.30025
1.671,-4.29569,-4.2922
1.672,-4.28763,-4.2841
1.673,-4.27953,-4.27596
1.674,-4.27139,-4.26778
1.675,-4.2632,-4.25955
1.676,-4.25497,-4.25129
1.677,-4.2467,-4.24298
1.678,-4.23839,-4.23463
1.679,-4.23004,-4.22623
1.68,-4.22164,-4.2178
1.681,-4.2132,-4.20932
1.682,-4.20472,-4.20081
1.683,-4.1962,-4.19225
1.684,-4.18764,-4.18365
1.685,-4.17904,-4.175
1.686,-4.17039,-4.16632
1.687,-4.16171,-4.1576
1.688,-4.15298,-4.14883
1.689,-4.14421,-4.14003
1.69,-4.1354,-4.13118
1.691,-4.12655,-4.12229
1.692,-4.11766,-4.11336
1.693,-4.10873,-4.1044
1.694,-4.09976,-4.09539
1.695,-4.09075,-4.08634
1.696,-4.0817,-4.07725
1.697,-4.0726,-4.06812
1.698,-4.06347,-4.05895
1.699,-4.0543,-4.04973
1.7,-4.04508,-4.04048
1.701,-4.03583,-4.03119
1.702,-4.02654,-4.02186
1.703,-4.01721,-4.01249
1.704,-4.00783,-4.00308
1.705,-3.99842,-3.99364
1.706,-3.98897,-3.98415
1.707,-3.97948,-3.97462
1.708,-3.96995,-3.96505
1.709,-3.96038,-3.95545
1.71,-3.95078,-3.9458
1.711,-3.94113,-3.93612
1.712,-3.93144,-3.92639
1.713,-3.92172,-3.91663
1.714,-3.91195,-3.90683
1.715,-3.90215,-3.89699
1.716,-3.89231,-3.88712
1.717,-3.88243,-3.8772
1.718,-3.87252,-3.86725
1.719,-3.86256,-3.85725
1.72,-3.85257,-3.84722
1.721,-3.84253,-3.83715
1.722,-3.83247,-3.82705
1.723,-3.82236,-3.8169
1.724,-3.81221,-3.80672
1.725,-3.80203,-3.7965
1.726,-3.79181,-3.78625
1.727,-3.78155,-3.77595
1.728,-3.77126,-3.76562
1.729,-3.76092,-3.75525
1.73,-3.75056,-3.74485
1.731,-3.74015,-3.73441
1.732,-3.72971,-3.72393
1.733,-3.71923,-3.71341
1.734,-3.70871,-3.70286
1.735,-3.69816,-3.69227
1.736,-3.68757,-3.68164
1.737,-3.67694,-3.67098
1.738,-3.66628,-3.66028
1.739,-3.65558,-3.64955
1.74,-3.64484,-3.63878
1.741,-3.63407,-3.62797
1.742,-3.62327,-3.61713
1.743,-3.61242,-3.60625
1.744,-3.60155,-3.59534
1.745,-3.59063,-3.58439
1.746,-3.57968,-3.5734
1.747,-3.5687,-3.56239
1.748,-3.55768,-3.55133
1.749,-3.54662,-3.54024
1.75,-3.53553,-3.52912
1.751,-3.52441,-3.51796
1.752,-3.51325,-3.50676
1.753,-3.50206,-3.49553
1.754,-3.49083,-3.48427
1.755,-3.47956,-3.47297
1.756,-3.46827,-3.46164
1.757,-3.45693,-3.45027
1.758,-3.44557,-3.43887
1.759,-3.43417,-3.42744
1.76,-3.42274,-3.41597
1.761,-3.41127,-3.40447
1.762,-3.39977,-3.39293
1.763,-3.38823,-3.38137
1.764,-3.37666,-3.36976
1.765,-3.36506,-3.35813
1.766,-3.35343,-3.34646
1.767,-3.34176,-3.33476
1.768,-3.33006,-3.32302
1.769,-3.31833,-3.31126
1.77,-3.30656,-3.29946
1.771,-3.29476,-3.28762
1.772,-3.28293,-3.27576
1.773,-3.27106,-3.26386
1.774,-3.25917,-3.25193
1.775,-3.24724,-3.23997
1.776,-3.23528,-3.22797
1.777,-3.22329,-3.21595
1.778,-3.21126,-3.20389
1.779,-3.19921,-3.1918
1.78,-3.18712,-3.17968
1.781,-3.175,-3.16753
1.782,-3.16285,-3.15535
1.783,-3.15067,-3.14313
1.784,-3.13846,-3.13089
1.785,-3.12621,-3.11861
1.786,-3.11394,-3.10631
1.787,-3.10163,-3.09397
1.788,-3.0893,-3.0816
1.789,-3.07693,-3.0692
1.79,-3.06454,-3.05677
1.791,-3.05211,-3.04431
1.792,-3.03965,-3.03182
1.793,-3.02716,-3.0193
1.794,-3.01465,-3.00676
1.795,-3.0021,-2.99418
1.796,-2.98952,-2.98157
1.797,-2.97692,-2.96893
1.798,-2.96428,-2.95627
1.799,-2.95162,-2.94357
1.8,-2.93893,-2.93084
1.801,-2.9262,-2.91809
1.802,-2.91345,-2.90531
1.803,-2.90067,-2.8925
1.804,-2.88786,-2.87966
1.805,-2.87503,-2.86679
1.806,-2.86216,-2.85389
1.807,-2.84927,-2.84097
1.808,-2.83634,-2.82801
1.809,-2.82339,-2.81503
1.81,-2.81042,-2.80202
1.811,-2.79741,-2.78899
1.812,-2.78438,-2.77592
1.813,-2.77132,-2.76283
1.814,-2.75823,-2.74972
1.815,-2.74511,-2.73657
1.816,-2.73197,-2.7234
1.817,-2.7188,-2.7102
1.818,-2.70561,-2.69697
1.819,-2.69238,-2.68372
1.82,-2.67913,-2.67044
1.821,-2.66586,-2.65713
1.822,-2.65256,-2.6438
1.823,-2.63923,-2.63044
1.824,-2.62587,-2.61706
1.825,-2.61249,-2.60365
1.826,-2.59909,-2.59021
1.827,-2.58565,-2.57675
1.828,-2.5722,-2.56327
1.829,-2.55872,-2.54976
1.83,-2.54521,-2.53622
1.831,-2.53167,-2.52266
1.832,-2.51812,-2.50907
1.833,-2.50453,-2.49546
1.834,-2.49093,-2.48182
1.835,-2.47729,-2.46816
1.836,-2.46364,-2.45448
1.837,-2.44996,-2.44077
1.838,-2.43625,-2.42703
1.839,-2.42252,-2.41328
1.84,-2.40877,-2.39949
1.841,-2.39499,-2.38569
1.842,-2.38119,-2.37186
1.843,-2.36737,-2.35801
1.844,-2.35352,-2.34413
1.845,-2.33965,-2.33024
1.846,-2.32576,-2.31631
1.847,-2.31184,-2.30237
1.848,-2.2979,-2.2884
1.849,-2.28394,-2.27441
1.85,-2.26995,-2.2604
1.851,-2.25595,-2.24637
1.852,-2.24192,-2.23231
1.853,-2.22786,-2.21823
1.854,-2.21379,-2.20413
1.855,-2.1997,-2.19001
1.856,-2.18558,-2.17587
1.857,-2.17144,-2.1617
1.858,-2.15728,-2.14752
1.859,-2.1431,-2.13331
1.86,-2.1289,-2.11908
1.861,-2.11467,-2.10483
1.862,-2.10043,-2.09056
1.863,-2.08616,-2.07627
1.864,-2.07188,-2.06196
1.865,-2.05757,-2.04762
1.866,-2.04325,-2.03327
1.867,-2.0289,-2.0189
1.868,-2.01453,-2.00451
